DOID:4	disease	 	D004194	C2991	10002, 100049579, 10008, 10010, 10011, 100130889, 100131814, 100132285, 100133941, 10013, 10014, 10019, 10036, 10039, 10042, 10043, 10046, 10057, 10058, 10060, 10061, 10062, 10068, 10075, 10079, 100, 10101, 10111, 10116, 10117, 10133, 10135, 10142, 10154, 10180, 101, 10203, 10211, 10215, 10221, 10243, 10253, 10257, 10261, 1026, 10276, 1027, 10280, 10287, 1028, 10293, 10298, 1029, 102, 1030, 10312, 10318, 1031, 10327, 1032, 10331, 10332, 10333, 10344, 10347, 10365, 10368, 10369, 10370, 10371, 10381, 10392, 10395, 10396, 103, 10400, 10406, 10411, 10413, 1041, 1043, 10452, 10456, 10459, 1045, 10461, 10468, 10481, 10488, 10497, 10498, 10499, 1050, 10514, 10516, 1051, 1052, 10537, 1053, 10544, 10547, 10550, 10551, 10552, 10555, 10561, 10563, 10568, 1056, 10577, 10579, 10580, 10585, 10587, 10588, 10599, 10603, 10610, 10611, 10628, 1062, 10630, 10631, 10640, 10642, 10644, 10645, 10654, 10656, 10661, 10663, 10664, 1066, 10673, 10682, 10686, 10699, 10716, 10718, 1071, 10721, 10724, 1072, 10743, 10745, 10747, 10752, 10755, 1075, 10763, 10767, 10791, 10797, 10800, 1080, 10804, 10814, 10815, 10818, 1081, 10840, 10841, 10842, 10846, 10848, 10849, 10850, 10855, 10858, 10859, 10866, 10874, 10875, 10877, 10878, 10886, 10891, 10894, 108, 10911, 10916, 10919, 10935, 10947, 10948, 10963, 10993, 10998, 109, 10, 11005, 11009, 11018, 11026, 11027, 11035, 1103, 11044, 11045, 11061, 11073, 11083, 11085, 11086, 11093, 11095, 11096, 11099, 1109, 11100, 11117, 1111, 11122, 11130, 11132, 11136, 1113, 11141, 11144, 1114, 11155, 11156, 11167, 11168, 1116, 11178, 11186, 1118, 1119, 11200, 11201, 11202, 11213, 11214, 11216, 11217, 11218, 11219, 1121, 11228, 1122, 11231, 11232, 11234, 11244, 1124, 11251, 11254, 11261, 11266, 11277, 11278, 11279, 11284, 1128, 1129, 112, 11309, 11314, 11315, 1131, 1132, 11330, 11337, 1133, 11343, 1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141, 11428, 1142, 1143, 1144, 11450, 1145, 1146, 1147, 1149, 114, 1152, 1158, 115, 11614, 1161, 11651, 116690, 116, 1179, 1180, 1181, 1184, 1186, 1187, 1188, 118, 1191, 119, 1200, 1201, 1203, 1208, 1209, 120, 1215, 1230, 1231, 1232, 1233, 1234, 12393, 124, 125, 126, 127, 128, 12, 130, 131, 133, 134, 135, 1387, 1390, 1392, 1393, 1394, 1395, 1398, 1401, 1406, 1407, 1408, 1409, 140, 1410, 1414, 14255, 1429, 142, 1431, 1432, 1435, 1436, 1437, 1438, 1439, 143, 1440, 1441, 1442, 1443, 14460, 1448, 1453, 1454, 1455, 1459, 1462, 1463, 146, 1470, 1471, 1475, 1476, 1477, 147, 1482, 1487, 1488, 148, 1490, 1491, 1493, 1496, 1497, 1499, 1501, 1508, 1509, 150, 1511, 1512, 1513, 1515, 151, 1520, 1522, 1524, 152, 1534, 1535, 1536, 153, 1543, 1544, 1545, 1546, 1548, 154, 1551, 1553, 1554, 1555, 1557, 155, 156, 157, 1588, 1589, 1590, 1591, 1592, 1594, 1595, 159, 15, 16000, 1600, 1604, 1605, 1606, 1610, 1612, 16168, 1616, 1617, 1618, 1621, 1622, 1627, 1628, 162, 1630, 1633, 1634, 1635, 1636, 1639, 1641, 1643, 1644, 16452, 1645, 1647, 1649, 1655, 1666, 1668, 16905, 170538, 171159, 174, 176, 177, 17886, 18091, 181, 182, 1831, 183, 1832, 1833, 1836, 18383, 1844, 1849, 18504, 1855, 185, 1861, 1867, 186, 1874, 18753, 1879, 187, 1889, 1890, 1893, 189, 18, 1902, 19060, 1906, 1907, 1909, 190, 1910, 1918, 191, 19224, 1946, 1948, 1949, 1950, 1952, 1956, 1958, 1959, 1960, 1962, 1967, 196, 197131, 1978, 197, 1991, 199692, 1996, 199, 19, 200008, 200162, 200186, 2001, 2006, 200958, 2010, 201163, 201288, 201294, 2014, 2017, 2018, 2019, 202052, 2020, 2022, 202333, 2023, 2026, 2028, 203068, 20315, 2033, 2034, 2043, 2047, 2048, 2052, 2053, 2056, 2057, 2064, 20655, 20656, 20657, 2065, 2066, 20671, 20677, 2067, 2068, 2070, 2071, 2072, 2073, 2074, 2078, 207, 208, 2098, 2099, 20, 2100, 2101, 2104, 210530, 210, 2110, 2112, 2131, 2132, 213, 2146, 2147, 2149, 2152, 2153, 2155, 2157, 2158, 2159, 2160, 2161, 216274, 2162, 2165, 2166, 2167, 2168, 2169, 216, 2170, 2172, 2175, 2176, 2177, 2178, 217, 2180, 2182, 2184, 2185, 21898, 2189, 218, 2191, 21926, 219402, 2194, 2195, 219736, 219771, 219793, 219931, 219, 21, 2200, 220107, 2201, 2202, 2203, 22042, 2204, 2205, 2206, 2207, 2208, 2209, 2210, 2212, 221395, 2213, 221458, 2214, 2215, 221895, 221981, 2219, 221, 2220, 2222, 2224, 222642, 2230, 2235, 2237, 223, 2243, 2244, 2245, 2246, 2247, 2248, 2249, 224, 2253, 2254, 2255, 2257, 2259, 225, 2260, 2261, 2262, 2263, 2264, 2266, 2267, 2271, 227288, 2272, 2273, 22770, 2277, 22800, 22801, 22806, 22808, 22809, 2281, 22845, 22853, 22854, 2288, 2289, 2294, 2296, 2299, 229, 22, 2300, 2302, 2303, 2304, 2305, 231, 233908, 238, 239, 240, 241, 246253, 246744, 246778, 246, 249, 24, 250, 252969, 254065, 255022, 255061, 255119, 255239, 255738, 256076, 256435, 2566, 2567, 256815, 2568, 2570, 2571, 2572, 257313, 257641, 2584, 25865, 2587, 25894, 2589, 258, 2590, 25913, 259197, 2591, 259266, 259296, 2592, 25970, 25974, 25976, 2597, 25984, 25988, 25, 26047, 26058, 26059, 26060, 26119, 26121, 26122, 26135, 26136, 26154, 261734, 2617, 26191, 2621, 26223, 2623, 2624, 26254, 2625, 2626, 26276, 26277, 26278, 26279, 2627, 26281, 26298, 2629, 2632, 26330, 26353, 2638, 2639, 2641, 26423, 2642, 2643, 2645, 2646, 26503, 2651, 26525, 26575, 26580, 26608, 2660, 2661, 2664, 266727, 2668, 267012, 2670, 2672, 2673, 2674, 2675, 26762, 2676, 2677, 2678, 2688, 2689, 268, 2690, 2691, 2692, 2693, 2695, 2696, 2697, 269, 26, 27010, 27019, 2701, 2702, 27030, 27032, 27034, 27037, 2703, 27040, 2705, 2706, 2707, 27094, 27097, 270, 2710, 27121, 27159, 27165, 27177, 27178, 27179, 2717, 27184, 27185, 27190, 2719, 27201, 2722, 27232, 27235, 27241, 27242, 27249, 27286, 2728, 27290, 27294, 27299, 2729, 27307, 2730, 27316, 27324, 27329, 27345, 27347, 27348, 2735, 2736, 2737, 2739, 2740, 2741, 27429, 2743, 2744, 2745, 2752, 275, 2771, 2773, 2774, 28232, 28234, 282890, 283120, 283629, 283652, 283748, 283871, 283, 284058, 284217, 284359, 284, 28511, 28512, 285195, 285440, 28567, 28571, 285848, 285, 286043, 286053, 28619, 286, 287, 288, 289036, 28999, 28, 29071, 290, 29101, 29106, 29108, 29117, 29118, 29119, 29121, 29126, 291, 2944, 2946, 2947, 2948, 2949, 2950, 29527, 2952, 2953, 2954, 2956, 29775, 29801, 29851, 29881, 29933, 29935, 29949, 29954, 2, 301, 302, 308, 3091, 3092, 3094, 30, 3105, 3106, 3107, 3108, 3109, 3110, 3111, 3113, 3115, 311604, 3116, 3117, 3118, 3119, 311, 312670, 313, 314988, 3172, 3174, 3176, 317, 319100, 3198, 319, 31, 3201, 3204, 3205, 3206, 3209, 3216, 3217, 3221, 3222, 322, 3233, 3236, 3238, 3239, 323, 3240, 3241, 3248, 3249, 324, 3251, 3257, 325, 3265, 326625, 3269, 326, 3270, 3272, 3274, 3280, 3283, 3284, 328, 3290, 3291, 3292, 3293, 3294, 3295, 329, 32, 3303, 3304, 3305, 3306, 3308, 3309, 330, 3312, 3315, 331, 3329, 332, 3336, 3339, 3350, 3351, 3352, 3354, 3355, 3356, 3357, 3358, 3359, 335, 3360, 3361, 3362, 3363, 3364, 336, 3371, 3375, 3378, 337, 338324, 338377, 3383, 338442, 3384, 3385, 338645, 338, 339145, 339390, 339479, 3394, 3399, 339, 33, 340024, 3401, 3402, 3403, 340665, 3407, 341032, 341276, 3416, 341, 3422, 3425, 3426, 3429, 3431, 343637, 3439, 3440, 3442, 344, 3451, 3454, 3455, 345611, 3456, 3457, 3458, 3459, 345, 3460, 3467, 346, 347169, 347853, 3479, 347, 3480, 348158, 3481, 3482, 3483, 3484, 3485, 3486, 3487, 3488, 348932, 348980, 3489, 348, 3490, 3491, 34, 3500, 3502, 3507, 3508, 3509, 350, 3514, 3519, 351, 352964, 3546, 3549, 354, 3551, 3552, 3553, 3554, 3556, 3557, 3558, 3559, 355, 3560, 3561, 3562, 3563, 3565, 3566, 3567, 3568, 3569, 356, 3570, 3572, 3573, 3574, 3575, 3576, 3577, 3578, 3579, 3581, 3586, 3587, 3588, 3589, 358, 3590, 3592, 3593, 3594, 3595, 3596, 3597, 3598, 359, 35, 3600, 3601, 3603, 3604, 3605, 3606, 360, 3611, 3613, 3614, 3615, 361, 3620, 3621, 3623, 3624, 3625, 3626, 3627, 3628, 362, 3630, 3631, 3636, 3638, 3640, 3643, 3645, 364, 3651, 3654, 3655, 3658, 3659, 3660, 3661, 3662, 3663, 3664, 3665, 3667, 3670, 3672, 3673, 3674, 3675, 3676, 367, 3682, 3683, 3684, 3685, 3687, 3688, 3689, 368, 3690, 3691, 3693, 3694, 3695, 3696, 3699, 36, 3700, 3702, 3704, 3709, 3710, 3714, 3716, 3717, 3718, 3720, 3725, 3727, 3728, 3730, 3732, 373665, 373863, 3738, 3741, 374879, 375033, 375298, 3753, 3757, 3758, 3759, 3760, 376267, 3763, 376497, 3765, 3766, 3767, 3776, 3777, 3779, 3782, 3784, 3785, 3786, 3790, 3791, 3796, 3798, 37, 3802, 3803, 3804, 3805, 3806, 3808, 3809, 3810, 3811, 3812, 3813, 3814, 3815, 3816, 3817, 3818, 3821, 3822, 3824, 3827, 3831, 3832, 3837, 3839, 383, 3843, 3845, 384, 3856, 386653, 3868, 387082, 387129, 3875, 387715, 3880, 388, 3897, 38, 390113, 3902, 390502, 390598, 3908, 3913, 3914, 3915, 3918, 3920, 392255, 3927, 3929, 3931, 3937, 3938, 3939, 3945, 3949, 3952, 3953, 3957, 3958, 3959, 3972, 3973, 3974, 3976, 3978, 397, 3980, 3981, 3984, 3985, 3988, 3990, 3991, 3992, 399565, 3998, 399948, 399979, 39, 4000, 400207, 4005, 4009, 4010, 401237, 4015, 4016, 4017, 4018, 401, 4023, 4033, 4035, 4036, 4040, 4041, 4043, 4045, 404672, 4046, 4047, 4048, 4049, 4050, 4052, 4053, 4056, 4057, 405, 4060, 4063, 4067, 406874, 4068, 406938, 406, 4074, 4081, 408259, 4085, 4086, 4087, 4088, 4089, 408, 4090, 4091, 4092, 4099, 409, 40, 4105, 410, 4118, 411, 4124, 4126, 4128, 4129, 412, 4135, 4137, 4139, 4144, 4146, 4148, 4151, 4152, 4153, 4155, 4156, 4157, 4158, 4159, 4160, 4161, 4166, 4170, 4175, 4179, 417, 4185, 4192, 4193, 4194, 4199, 419, 41, 4200, 4204, 4205, 4208, 4209, 4210, 4211, 4214, 4217, 4219, 421, 4221, 4224, 4232, 4233, 4239, 4246, 4254, 4255, 4256, 4257, 4258, 4261, 4276, 4277, 4282, 4283, 4286, 4287, 4288, 4292, 4295, 4297, 429, 4303, 4306, 4311, 4312, 4313, 4314, 4316, 431707, 4317, 4318, 4319, 4320, 4321, 4322, 4323, 4325, 4331, 4340, 434, 4350, 4352, 4353, 4357, 4359, 4360, 4361, 4363, 437, 43, 440279, 441933, 442117, 442721, 4436, 4437, 4438, 4439, 445341, 4477, 4481, 4482, 4485, 4486, 4487, 4488, 4489, 4493, 449619, 4502, 4504, 4508, 4509, 4512, 4513, 4514, 4519, 4520, 4521, 4522, 4524, 4529, 4534, 4535, 4536, 4537, 4538, 4540, 4541, 4543, 4544, 4547, 4548, 4549, 4550, 4552, 4556, 4563, 4566, 4567, 4568, 4572, 4574, 4575, 4576, 4582, 4583, 4585, 4586, 4588, 4589, 4594, 4595, 4597, 4598, 4599, 4600, 4602, 4605, 4607, 4609, 460, 4610, 4615, 4619, 4621, 4624, 4625, 4626, 4627, 4629, 462, 4633, 4634, 4638, 463, 4642, 4644, 4645, 4647, 4650, 4653, 4658, 467, 4680, 4682, 4683, 4684, 4688, 4689, 468, 4692, 4693, 471, 4720, 4729, 472, 4735, 4739, 473, 4741, 4744, 4745, 4747, 4758, 475, 4760, 4761, 4762, 4763, 476, 4771, 4772, 4776, 477, 47, 481, 482, 488, 48, 493860, 496, 4988, 4990, 5004, 5005, 5009, 5015, 5020, 5021, 5025, 5027, 5028, 5029, 5032, 503542, 5035, 5045, 5046, 5048, 5049, 5051, 5053, 5054, 5055, 5058, 5063, 5071, 5074, 50765, 5076, 5077, 5078, 5080, 5083, 5087, 5092, 5104, 5105, 5106, 5108, 5110, 5111, 5116, 5122, 5126, 5128, 5129, 5130, 5132, 5133, 5134, 5140, 5142, 5144, 5145, 5152, 5154, 5155, 51, 525, 5294, 5295, 5296, 5297, 52, 5300, 5305, 5307, 5308, 5309, 5310, 5311, 5313, 5317, 5318, 5319, 5320, 5321, 5322, 5325, 5327, 5328, 5329, 5330, 5334, 5335, 5336, 5338, 5340, 5345, 5346, 5347, 5350, 5351, 5354, 5360, 5362, 5367, 5368, 5376, 5378, 538, 5395, 53, 5406, 5409, 540, 5414, 5420, 5423, 5424, 5426, 5428, 5431, 5443, 5444, 545, 546, 54, 551, 552, 553128, 553, 554300, 554, 55829, 55851, 55856, 55862, 55867, 55872, 55892, 55894, 55902, 55905, 55937, 55964, 55997, 56005, 56117, 56147, 56172, 56203, 56208, 56244, 56259, 56288, 56300, 563, 56413, 56475, 56521, 56547, 56603, 56605, 56606, 56616, 56648, 56652, 56660, 56681, 566, 56729, 56731, 567, 56832, 56852, 56913, 56924, 56929, 56938, 56955, 56963, 56975, 56984, 56990, 56999, 57001, 57016, 57053, 57054, 57055, 57061, 57104, 57105, 57126, 57132, 57135, 57142, 57144, 57158, 57165, 57167, 57188, 57190, 57194, 571, 57292, 572, 57338, 57379, 573, 574028, 57412, 5743, 5744, 57453, 57459, 5745, 57466, 57468, 5746, 5747, 57491, 57502, 57504, 57509, 57512, 57554, 57580, 57628, 57644, 5764, 57661, 57678, 57679, 57705, 5770, 5771, 57724, 57758, 57761, 5777, 57817, 57818, 57819, 5781, 57823, 57824, 5782, 57835, 5786, 5787, 5788, 5789, 578, 5790, 5791, 5792, 5795, 5798, 5799, 5802, 5803, 5805, 5806, 580, 5817, 5818, 58191, 5819, 581, 5820, 5825, 582, 5837, 583, 58484, 58488, 58529, 585, 5860, 5864, 586, 5873, 5879, 5880, 5887, 5888, 5889, 5890, 5891, 5892, 5893, 5894, 5896, 5897, 58, 5901, 59067, 590, 5914, 5915, 5916, 5921, 5925, 59269, 59272, 59286, 59307, 59338, 59348, 5950, 595, 5961, 5965, 5966, 5967, 5968, 596, 5970, 5971, 5972, 5973, 5978, 5979, 597, 5981, 598, 5992, 5996, 5997, 5999, 6000, 6001, 6004, 6005, 6006, 6007, 6010, 6011, 6025, 602, 6035, 6036, 6037, 60395, 60401, 60412, 6041, 6046, 60481, 60482, 60489, 604, 60506, 6050, 60528, 60529, 6052, 6059, 60675, 6091, 6092, 6097, 6098, 6101, 6102, 6103, 610, 6117, 6119, 6121, 613, 617, 6188, 6189, 6198, 623, 6240, 624, 6256, 6257, 6258, 6259, 6262, 6263, 6271, 6272, 6273, 6275, 6278, 6279, 627, 6280, 6281, 6283, 6285, 6288, 6289, 6293, 6296, 629, 6303, 6307, 6309, 6310, 6311, 6314, 6315, 6319, 6323, 6324, 6326, 6328, 6329, 632, 6331, 6332, 6334, 6335, 6337, 6338, 6340, 6346, 6347, 6348, 6349, 634, 6351, 6352, 6354, 6355, 6356, 6358, 635, 6360, 6361, 6362, 6367, 6368, 6369, 6372, 6373, 6374, 6376, 637, 63826, 6382, 6383, 6385, 63870, 6387, 63892, 6389, 638, 6390, 63915, 63916, 6391, 6392, 63967, 6400, 6401, 6402, 6403, 6404, 64067, 64072, 64077, 64084, 64096, 640, 64102, 64127, 64131, 64132, 64135, 64137, 6414, 64170, 641, 64221, 6422, 64240, 64241, 642, 64321, 64324, 643387, 6435, 6436, 64399, 6439, 64405, 6440, 6441, 64421, 6444, 6446, 64478, 6447, 6449, 645740, 6462, 6464, 64663, 64699, 6469, 6470, 6472, 6473, 64746, 64754, 64799, 64805, 64816, 6482, 64849, 6489, 6490, 6491, 6492, 6494, 6497, 6498, 6499, 65018, 6502, 6504, 65055, 65057, 6505, 6506, 65078, 6507, 6509, 650, 6510, 6511, 65125, 6513, 6514, 6517, 6519, 6520, 65217, 6521, 6522, 65266, 65267, 6527, 6529, 652, 6530, 6531, 6532, 653361, 6535, 6536, 6538, 6541, 6546, 6548, 6549, 654, 6550, 6555, 6556, 6557, 6559, 655, 6565, 6567, 656, 6570, 6571, 6572, 6573, 6574, 6578, 6579, 657, 6580, 6581, 6582, 6583, 6584, 6586, 6588, 6590, 6595, 6597, 65985, 659, 66000, 66036, 66037, 6606, 6607, 6609, 660, 6614, 6615, 6616, 6620, 6622, 6623, 6624, 6638, 6646, 6647, 6648, 6649, 6653, 6654, 6655, 6657, 6658, 6660, 6662, 6663, 6667, 6671, 6672, 6678, 6683, 6687, 6688, 668, 6690, 6691, 6696, 6697, 671, 672, 673, 675, 685, 688, 695, 699, 701, 706, 7071, 7076, 7077, 7078, 7079, 7080, 7087, 7096, 7097, 7098, 7099, 70, 7100, 7101, 7103, 7108, 710, 7112, 7113, 7122, 7123, 7124, 712, 713, 714, 715, 7161, 7166, 7167, 7168, 7169, 7171, 7172, 7173, 7177, 717, 7180, 7184, 7185, 7186, 7188, 7189, 718, 719, 7200, 7201, 7204, 7207, 7208, 720, 7217, 721, 7220, 7224, 7225, 7226, 722, 7248, 7249, 7251, 7252, 7253, 7257, 7259, 726, 7272, 7274, 7275, 7276, 727897, 727, 728642, 728695, 7286, 728, 7291, 7292, 7293, 7295, 7296, 7297, 7298, 7299, 72, 7306, 730, 7317, 7319, 7320, 7321, 7325, 7329, 7337, 7341, 7345, 7349, 7350, 7351, 7352, 7422, 7423, 7424, 7425, 7428, 7430, 7432, 7433, 7436, 7439, 7442, 7450, 7453, 7466, 7473, 7474, 7475, 7476, 7478, 7481, 7482, 7484, 7486, 7490, 7494, 7498, 7507, 7508, 7512, 7515, 7516, 7517, 7518, 761, 768329, 773, 775, 776, 777, 779, 780, 783, 785, 79001, 79068, 79071, 79083, 790, 79140, 79147, 79158, 79188, 79192, 79365, 793, 794, 79577, 79589, 79602, 79648, 79661, 79694, 796, 79705, 79723, 79728, 79784, 79796, 79803, 79813, 79817, 79838, 79840, 79858, 79874, 79875, 79901, 79977, 79983, 79991, 799, 80010, 80025, 800, 80114, 80142, 80183, 80184, 801, 80204, 80207, 80258, 80310, 80312, 80326, 80332, 80333, 80339, 80380, 80381, 805, 80714, 80752, 811, 813, 814, 816, 818, 81, 820, 821, 824, 825, 831, 834, 836, 838, 840, 841, 842, 843, 844, 846, 847, 851752, 857, 858, 859, 860, 861, 864, 866, 867, 868, 871, 873, 874, 875, 8795, 8796, 8797, 8807, 8809, 8811, 8820, 8821, 8822, 8824, 8828, 8829, 8835, 8836, 8837, 8839, 8840, 8848, 8850, 8851, 8856, 8858, 885, 8862, 8863, 8864, 8867, 886, 8872, 8875, 8878, 8879, 887, 8887, 8890, 8891, 8892, 8893, 8895, 889, 88, 890, 8910, 8911, 8912, 8913, 8914, 8915, 8924, 8929, 8930, 8932, 8942, 8945, 894, 896, 8973, 8974, 898, 89, 9001, 9016, 9019, 9020, 9021, 9023, 9027, 902, 9030, 9037, 9047, 9049, 9051, 9058, 9060, 9064, 9083, 9085, 9092, 9099, 909, 9100, 910, 9111, 9112, 911, 9124, 912, 9132, 913, 9141, 9145, 9152, 9154, 9156, 916, 9173, 9177, 9181, 9184, 919, 920, 9210, 9211, 9215, 9217, 9218, 921, 9223, 922, 9231, 9232, 9241, 9248, 9253, 925, 928, 929, 92, 9308, 930, 9312, 9314, 931, 9332, 9338, 933, 9341, 9342, 9353, 9365, 9368, 9369, 9370, 9378, 9380, 9381, 9388, 9392, 939, 9401, 9402, 9403, 940, 9415, 941, 9420, 9429, 942, 9439, 943, 9444, 9446, 944, 9450, 9454, 9455, 9456, 9457, 9463, 9469, 9475, 9479, 947, 9481, 9497, 94, 9501, 9507, 9508, 9510, 9516, 9518, 9519, 9526, 9536, 9540, 9542, 9547, 9555, 9559, 9560, 9563, 9566, 9568, 9572, 9575, 9586, 9607, 9611, 9612, 9619, 9620, 9627, 9628, 9630, 9632, 9636, 9638, 9639, 9641, 9646, 9663, 9671, 9672, 9685, 9718, 9722, 9734, 9759, 9760, 9782, 9788, 9801, 9806, 9821, 9826, 9836, 9844, 9846, 9852, 9856, 9863, 9899, 98, 9904, 9914, 9918, 9923, 9927, 9928, 9933, 9935, 9941, 9945, 9961, 9962, 9963, 9966, 9968, 9970, 9971, 9981, 9985, 9987, 9988, 9990, 9992, 9997, 9
DOID:2040	disease by infectious agent	79	 	 	10062, 2153, 2212, 3593, 3929, 7096, 7097, 7099, 929
DOID:2288	disease by infectious agent	79	 	 	10544, 11093, 11318, 11556, 11600, 11601, 133, 1401, 1440, 1524, 155, 16153, 1636, 18701, 1906, 1991, 201501, 20310, 20597, 207, 2147, 2149, 2150, 2152, 2153, 2155, 21898, 2209, 22339, 2244, 25026, 25557, 27202, 284, 285, 3329, 3383, 341, 3458, 3557, 3559, 3569, 3586, 3589, 3606, 3627, 3659, 3676, 3684, 3688, 3827, 4057, 4153, 4210, 4282, 4313, 4318, 4353, 4638, 5054, 50701, 5138, 5327, 5788, 5837, 5971, 6353, 64127, 6441, 6609, 6648, 671, 7076, 7077, 7096, 7097, 7099, 7124, 7422, 7450, 7474, 796, 79931, 820, 9173, 920, 929, 9332, 9423
DOID:945	disease by infectious agent	79	 	 	100171996, 10135, 10219, 10241, 1026, 1029, 10332, 10392, 103, 10538, 1080, 10859, 11107, 11186, 1118, 12048, 1230, 1231, 1234, 12389, 12390, 12494, 133, 1401, 142, 1432, 1457, 1487364, 1487373, 1487397, 1487, 1493, 1497091, 1524, 1540, 154, 155459, 155871, 155945, 155971, 15978, 1604, 1616, 16173, 1667, 174, 17829, 18033, 1869, 1906, 19106, 1948, 1950, 1956, 1965, 1977, 197, 1981, 2013, 2017, 20397, 2060, 2064, 2152, 216799, 21803, 2191, 21947, 2194, 22035, 2209, 2272, 246778, 253260, 25404, 254958, 25, 2703455, 27036, 27350, 2831005, 285, 28982, 28, 290, 29110, 29126, 2950, 3091, 3105, 3106, 3107, 3119, 3250, 325, 3265, 3312, 332, 3383, 3385, 3394, 3416, 3428, 3431, 3438, 3439, 3441, 3454, 3455, 3456, 3458, 3459, 348, 3501, 350, 3553, 3557, 3558, 355, 3565, 3566, 3567, 3569, 356, 3572, 3574, 3575, 3576, 3577, 3578, 3586, 3587, 3593, 3594, 3595, 3596, 3605, 3606, 3620, 3627, 363425, 3655, 3659, 3661, 3676, 3678, 3684, 3716, 3802, 3804, 387, 3911, 3929, 3949, 3952, 3998, 4023, 4025, 4049, 4057, 4074, 4153, 4179, 4233, 4276, 4277, 4282, 4313, 4318, 4353, 4360, 4361, 4363, 4478, 4582, 4599, 4615, 467, 472, 500077, 5008, 5027, 5076, 5111, 5133, 5294, 5313, 5328, 5346, 5371, 5443, 55937, 55938, 56477, 567, 56838, 57506, 57521, 57817, 5781, 5788, 5806, 5818, 59067, 59086, 5925, 59272, 5962, 596, 5970, 597, 598, 6041, 60489, 60505, 6093, 6279, 6285, 6288, 6347, 634, 6352, 6356, 6369, 6373, 6374, 6382, 6387, 6404, 6435, 6440, 6441, 6504, 6521, 6556, 6590, 6606, 6609, 6648, 671, 7072, 7073, 708, 7096, 7097, 7098, 7099, 7124, 715467, 7173, 7184, 7189, 720, 721, 7337, 7430, 7434, 7436, 78412, 78996, 796, 80380, 820, 836, 841, 842, 857, 858, 864, 8797, 8841, 8870, 8879, 9021, 9076, 912, 9173, 920, 923, 9260, 929, 9308, 9370, 941, 942, 943, 944566, 945, 951475, 9536, 9641, 9956, 9984
DOID:9532	disease by infectious agent	79	 	 	3091, 3516, 355
DOID:150	disease of mental health	290-319.99	D001523	C2893	10652, 10814, 10815, 267012, 27184, 27185, 3350, 3351, 3356, 4128, 4137, 5142, 627, 6323, 6532, 6622, 7166, 7466, 9722
DOID:0014667	disease of metabolism	277.9	D008659	C3235	10165, 10891, 1401, 154, 155, 158, 1636, 208, 2244, 236781, 2641, 3091, 3569, 4314, 4318, 5054, 5770, 5837, 617, 9370
DOID:9499	disseminated eosinophilic collagen disease	 	 	 	330, 332
DOID:11247	disseminated intravascular coagulation	286.6	D004211	C2992	11093, 1991, 2155, 2162, 350, 5054
DOID:4173	disseminated neuroblastoma	 	 	C6641	643
DOID:10935	dissociative disorder	300.15	D004213	 	2741, 4153, 60489, 919
DOID:11720	distal muscular dystrophy	 	D049310	C84675	10020, 859, 9499
DOID:7475	diverticulitis	 	D004238	C26752	3620
DOID:6406	double outlet right ventricle	745.11	D004310	 	5308, 55997
DOID:14250	Down syndrome	758	D004314	C43224	10399, 10570, 10578, 10776, 10935, 10989, 11307, 1136, 1137, 1139, 1141, 1859, 1910, 2029, 2077, 2078, 2099, 2166, 2170, 2173, 25902, 2623, 2665, 266743, 2670, 3094, 3181, 3329, 348, 351, 3559, 3569, 361, 3623, 3717, 3718, 3763, 3772, 3856, 3925, 3952, 410, 4128, 4137, 4524, 4548, 4552, 4666, 4684, 4722, 5052, 5058, 5316, 571, 5936, 5978, 5981, 6285, 6347, 6453, 6493, 6573, 6616, 6647, 7124, 7179, 755, 760, 820, 836, 861, 875, 9510, 9588, 9619, 9782, 9796, 9980
DOID:9829	drug abstinence syndrome or symptom	292	 	 	1493
DOID:4478	drug-Induced dyskinesia	 	D004409	 	1544, 255239, 2944, 2950, 3356, 348, 6648
DOID:10140	dry eye syndrome	375.15	D015352	C34553	3569
DOID:12557	Duane retraction syndrome	378.71	D004370	C84678	1123, 27011, 27319, 3232, 57167, 668
DOID:11723	Duchenne muscular dystrophy	 	D020388	C75482	210622, 25891, 2660, 3339, 4313, 7076, 7077, 823, 824, 8842, 9672
DOID:3007	ductal carcinoma	 	D044584	 	101, 1026, 10397, 1045, 1445, 1474, 1499, 1545, 1848, 1890, 1956, 2043, 2064, 2065, 2066, 207, 208, 2152, 21926, 2272, 244, 246, 2591, 285, 3091, 333932, 3576, 3845, 3856, 3875, 387, 3918, 4089, 4292, 4436, 4586, 4751, 5328, 5829, 596, 6279, 6280, 6286, 64766, 6528, 6678, 672, 675, 685, 689, 7227, 7428, 80760, 8935, 8996, 9149, 9166, 9314, 9703
DOID:1724	duodenal ulcer	 	D004381	 	3176, 354, 3553, 3557, 3569, 3576, 4049, 4353, 5328, 60489, 6401, 6402, 7097, 7422, 9254
DOID:4441	dysgerminoma	 	D004407	C2996	1594
DOID:2729	dyskeratosis congenita	 	D019871	 	26277
DOID:306	dyskinetic syndrome	 	D020820	C50539	6311
DOID:4428	dyslexia	 	D004410	 	11192, 9801
DOID:1934	dysostosis	 	D004413	C34560	10683, 3955, 5310, 7249
DOID:11910	dystonia musculorum deformans	333.6	D004422	C34564	1861, 1865
DOID:544	dystonic disease	 	D020821	C34563	1861, 2643, 2644, 4535, 4537, 478, 5071, 60, 6697, 7167, 773, 80025, 8910
